holder_name,holder_ticker,held_name,held_ticker,cusip,shares_held,market_value_usd,ownership_pct,report_date,position_type,filing_type,manager_name,contact_email
AQR Capital Management,AQRC,Microsoft Corp,MSFT,594918104,8271963,2499965994.97,0.6919,2025-09-30,Unchanged,13F-HR,Lisa Thompson,lisa.thompson@aqrcapital.com
Morgan Stanley IM,MS,Johnson & Johnson,JNJ,478160104,7783123,1625412535.61,0.1616,2024-03-31,Increased,13F-HR,Nancy Moore,nancy.moore@morganstan.com
Vanguard Group,VGI,Chevron Corp,CVX,166764100,17339854,7831440904.10,0.3575,2024-03-31,Increased,13F-HR,Nancy Hernandez,nancy.hernandez@vanguardgr.com
Vanguard Group,VGI,JPMorgan Chase,JPM,46625H100,394340,198218019.39,0.0136,2026-10-10,Unchanged,13F-HR,Lisa Davis,lisa.davis@vanguardgr.com
AQR Capital Management,AQRC,Apple Inc,AAPL,037833100,28297773,11593210042.19,0.4034,2024-09-30,Decreased,13F-HR,William Martin,william.martin@aqrcapital.com
Vanguard Group,VGI,Cisco Systems,CSCO,17275R102,49060766,10041020421.20,1.8479,2025-12-31,Unchanged,13F-HR,Mark Thompson,mark.thompson@vanguardgr.com
Capital Group,,Coca-Cola Co,KO,191216100,18262935,7446349573.35,1.0008,2025-09-30,Increased,13F-HR,Patricia Davis,patricia.davis@capitalgro.com
Bridgewater Associates,BWTR,Intel Corp,INTC,458140100,45565185,15244821715.99,0.6209,2025-09-30,Increased,13F-HR,Dorothy Taylor,dorothy.taylor@bridgewate.com
T. Rowe Price,TROW,Procter & Gamble,PG,742718109,38374401,10255478282.28,1.3051,2025-12-31,Unchanged,13F-NT,James Martinez,james.martinez@troweprice.com
Baupost Group,BPST,Adobe Inc,ADBE,00724F101,45466923,35175180617.27,0.6359,2024-03-31,Unchanged,13F-HR,Nancy Jackson,nancy.jackson@baupostgro.com
Vanguard Group,VGI,Meta Platforms,META,30303M102,7669900,251608042.60,0.4435,2025-03-31,Unchanged,13F-HR,Thomas Johnson,thomas.johnson@vanguardgr.com
Capital Group,CGBL,Coca-Cola Co,KO,191216100,1659979,1234204057.66,0.0799,2024-06-30,New,13F-HR,Nancy Johnson,nancy.johnson@capitalgro.com
Morgan Stanley IM,MS,Tesla Inc,TSLA,88160R101,34932527,8424195120.11,0.8470,2026-05-31,Unchanged,13F-HR,William White,william.white@morganstan.com
Renaissance Technologies,RNTC,Procter & Gamble,PG,742718109,11784246,7051509261.20,0.1697,2025-03-31,Unchanged,13F-HR,Lisa Thomas,lisa.thomas@renaissanc.com
DE Shaw & Co,DSHW,UnitedHealth Group,UNH,91324P102,30919519,638726252.24,2.7279,2024-09-30,Decreased,13F-HR,Sarah Martinez,sarah.martinez@deshaw&co.com
T. Rowe Price,TROW,NVIDIA Corp,NVDA,67066G104,11747871,1629212894.09,0.2108,2024-06-30,Unchanged,13F-HR,Steven Hernandez,steven.hernandez@troweprice.com
Citadel Advisors,CDLC,UnitedHealth Group,UNH,91324P102,17167492,3328996806.77,0.3462,2025-03-31,Increased,13F-NT,William Williams,william.williams@citadeladv.com
Goldman Sachs AM,GS,NVIDIA Corp,NVDA,67066G104,21912268,10377206269.17,1.2874,2025-09-30,Increased,13F-HR,James Miller,james.miller@goldmansac.com
Baupost Group,BPST,Meta Platforms,META,30303M102,10607907,627222090.11,0.1779,2025-12-31,Unchanged,13F-NT,Robert Miller,robert.miller@baupostgro.com
Millennium Management,MLNM,Johnson & Johnson,JNJ,478160104,20232395,15768569543.37,1.9468,2025-12-31,Increased,13F-HR,William Rodriguez,william.rodriguez@millennium.com
Wellington Management,WMGI,Walt Disney Co,DIS,254687106,42534721,31702169171.55,1.8485,2025-03-31,Decreased,13F-NT,David Lopez,david.lopez@wellington.com
Two Sigma Investments,TWSM,Coca-Cola Co,KO,191216100,24540799,16116327324.67,0.8441,2024-12-31,Unchanged,13F-HR,Richard Anderson,richard.anderson@twosigmain.com
BlackRock Inc,BLK,NVIDIA Corp,NVDA,67066G104,11806980,8837047956.02,0.2385,2025-09-30,Increased,13F-HR,Daniel Martin,daniel.martin@blackrocki.com
Renaissance Technologies,RNTC,Berkshire Hathaway,BRK.B,084670702,5817693,2079771830.69,0.2949,2025-06-30,Unchanged,13F-HR,Richard Rodriguez,richard.rodriguez@renaissanc.com
Two Sigma Investments,TWSM,Alphabet Inc,GOOGL,02079K305,29764594,15395229101.36,3.8772,2024-03-31,Decreased,13F-HR,David Thompson,david.thompson@twosigmain.com
Baupost Group,BPST,Alphabet Inc,GOOGL,02079K305,16023135,4828517984.20,0.2085,2024-06-30,Unchanged,13F-HR,Dorothy Hernandez,dorothy.hernandez@baupostgro.com
Point72 Asset Mgmt,PT72,Johnson & Johnson,JNJ,478160104,2997261,725033907.91,0.5195,2025-12-31,Unchanged,13F-HR,Susan Williams,susan.williams@point72ass.com
Baupost Group,BPST,Apple Inc,AAPL,037833100,12946135,9096483090.60,0.2288,2024-09-30,New,13F-HR,Robert Davis,robert.davis@baupostgro.com
Citadel Advisors,CDLC,Procter & Gamble,PG,742718109,14669614,11167103644.26,0.1969,2025-03-31,Increased,13F-HR,Karen Thompson,karen.thompson@citadeladv.com
Baupost Group,BPST,Procter & Gamble,PG,742718109,5520241,2924342421.90,0.1124,2024-06-30,Unchanged,13F-HR,Jennifer Davis,jennifer.davis@baupostgro.com
State Street Corp,STT,UnitedHealth Group,UNH,91324P102,48172924,2739451124.62,1.4563,2024-09-30,New,13F-HR,Lisa Moore,lisa.moore@statestree.com
Point72 Asset Mgmt,PT72,Meta Platforms,META,30303M102,35575534,4242627051.21,0.4713,2025-09-30,Unchanged,13F-HR,Thomas Johnson,thomas.johnson@point72ass.com
Renaissance Technologies,RNTC,Adobe Inc,ADBE,00724F101,8792587,5045959445.06,0.2846,2025-06-30,Unchanged,13F-HR,Margaret Thompson,margaret.thompson@renaissanc.com
Bridgewater Associates,BWTR,Amazon.com Inc,AMZN,023135106,32626217,4351193095.56,0.9556,2024-09-30,Unchanged,13F-HR,Nancy Jones,nancy.jones@bridgewate.com
Fidelity Investments,FNF,Procter & Gamble,PG,742718109,23548419,15217168136.00,0.3197,2024-12-31,Unchanged,13F-HR,Mark Martinez,mark.martinez@fidelityin.com
State Street Corp,STT,Coca-Cola Co,KO,191216100,21955991,16615187337.40,0.3400,2024-09-30,Unchanged,13F-NT,Robert Brown,robert.brown@statestree.com
Bridgewater Associates,BWTR,NVIDIA Corp,NVDA,67066G104,11000137,8497410062.69,0.2092,2024-06-30,Unchanged,13F-HR,James Martinez,james.martinez@bridgewate.com
Appaloosa Management,APLS,Netflix Inc,NFLX,64110L106,33849411,5454146904.41,0.5612,2025-06-30,Increased,13F-HR,Steven Martin,steven.martin@appaloosam.com
Baupost Group,BPST,Coca-Cola Co,KO,191216100,45885438,8454707280.52,0.5755,2025-06-30,Decreased,13F-HR,Thomas Jackson,thomas.jackson@baupostgro.com
Bridgewater Associates,BWTR,Apple Inc,AAPL,037833100,37057942,15521409721.62,0.6589,2025-09-30,Decreased,13F-HR,Sarah Moore,sarah.moore@bridgewate.com
Capital Group,CGBL,Salesforce Inc,CRM,79466L302,39132237,21594703577.84,0.9762,2024-06-30,Unchanged,13F-HR,Richard Martinez,richard.martinez@capitalgro.com
Point72 Asset Mgmt,PT72,Microsoft Corp,MSFT,594918104,23178402,13418561116.20,0.3363,2024-03-31,Unchanged,13F-HR,Jennifer Miller,jennifer.miller@point72ass.com
Capital Group,CGBL,Meta Platforms,META,30303M102,20724789,10167519349.77,1.1842,2025-12-31,Unchanged,13F-HR,James Jackson,james.jackson@capitalgro.com
T. Rowe Price,TROW,Tesla Inc,TSLA,88160R101,16709215,4317875635.71,-0.3626,2024-09-30,Decreased,13F-HR,Lisa Miller,lisa.miller@troweprice.com
State Street Corp,STT,Apple Inc,AAPL,037833100,21045111,12676570617.26,0.4749,2024-09-30,New,13F-HR,Patricia Garcia,patricia.garcia@statestree.com
Vanguard Group,VGI,Netflix Inc,NFLX,64110L106,30245911,12179142026.46,0.4783,2025-03-31,Increased,13F-NT,Daniel Hernandez,daniel.hernandez@vanguardgr.com
Bridgewater Associates,BWTR,Visa Inc,V,92826C839,25410040,14270805694.79,1.0238,2025-12-31,Decreased,13F-HR,Mark Thomas,mark.thomas@bridgewate.com
Appaloosa Management,APLS,Microsoft Corp,MSFT,594918104,44828187,24114713584.22,0.7485,2024-09-30,Unchanged,13F-HR,James Davis,james.davis@appaloosam.com
Two Sigma Investments,TWSM,Netflix Inc,NFLX,64110L106,16206093,7895665294.07,0.9339,2024-09-30,Unchanged,13F-HR,Michael Hernandez,michael.hernandez@twosigmain.com
Goldman Sachs AM,GS,Coca-Cola Co,KO,191216100,46209815,32060429308.52,1.1256,2024-12-31,Increased,13F-HR,Daniel Rodriguez,daniel.rodriguez@goldmansac.com
Capital Group,CGBL,Home Depot,HD,437076102,13968055,7797858440.58,2.5156,2024-09-30,Unchanged,13F-HR,Mark Smith,mark.smith@capitalgro.com
Appaloosa Management,APLS,Walt Disney Co,DIS,254687106,7405337,4297329816.24,0.1224,2024-06-30,Increased,13F-HR,James Martinez,james.martinez@appaloosam.com
Wellington Management,WMGI,Bank of America,BAC,060505104,38333751,23301482407.34,0.5496,2025-12-31,Increased,13F-HR,Dorothy Hernandez,dorothy.hernandez@wellington.com
Wellington Management,WMGI,Salesforce Inc,CRM,79466L302,33117260,22584792477.59,0.6229,2025-12-31,New,13F-HR,Thomas Lopez,thomas.lopez@wellington.com
Two Sigma Investments,TWSM,Johnson & Johnson,JNJ,478160104,41143141,27445748375.55,0.9183,2025-03-31,Unchanged,13F-HR,Nancy Anderson,nancy.anderson@twosigmain.com
Capital Group,CGBL,Salesforce Inc,CRM,79466L302,38086631,21518911789.93,2.2965,2024-03-31,Unchanged,13F-HR,Michael Thomas,michael.thomas@capitalgro.com
Morgan Stanley IM,MS,Apple Inc,AAPL,037833100,25191982,12814618636.82,0.6117,2025-06-30,Unchanged,13F-HR,Susan Lopez,susan.lopez@morganstan.com
JP Morgan Asset Mgmt,JPM,Meta Platforms,META,30303M102,31481170,12387192981.19,3.2173,2024-03-31,Increased,13F-HR,Robert Thomas,robert.thomas@jpmorganas.com
Capital Group,CGBL,Berkshire Hathaway,BRK.B,084670702,43269754,3708823628.52,0.6033,2025-03-31,Decreased,13F-HR,Dorothy Lopez,dorothy.lopez@capitalgro.com
State Street Corp,STT,Home Depot,HD,437076102,pending,7851125864.44,0.7351,2025-03-31,Decreased,13F-HR,Michael Williams,michael.williams@statestree.com
DE Shaw & Co,DSHW,Microsoft Corp,MSFT,594918104,3680368,849194785.46,0.3835,2024-06-30,Decreased,13F-NT,Dorothy Brown,dorothy.brown@deshaw&co.com
T. Rowe Price,TROW,Coca-Cola Co,KO,191216100,33008890,25877291076.88,0.5835,2024-06-30,Increased,13F-HR,Daniel Garcia,daniel.garcia@troweprice.com
Fidelity Investments,FNF,Pfizer Inc,PFE,717081103,46373095,25346922082.34,2.3867,2024-06-30,Increased,13F-NT,Nancy Anderson,nancy.anderson@fidelityin.com
Point72 Asset Mgmt,PT72,JPMorgan Chase,JPM,46625H100,20771858,4107889825.78,0.5380,2025-09-30,Unchanged,13F-HR,Patricia Jones,patricia.jones@point72ass.com
Vanguard Group,VGI,Home Depot,HD,437076102,19776878,13104948450.84,0.2644,2024-06-30,New,13F-HR,Karen Miller,karen.miller@vanguardgr.com
Bridgewater Associates,BWTR,Pfizer Inc,PFE,717081103,47677870,22319328734.66,6.6794,2024-03-31,Increased,13F-HR,Daniel Davis,daniel.davis@bridgewate.com
DE Shaw & Co,DSHW,Apple Inc,AAPL,037833100,24718171,5343087897.59,0.9952,2027-01-09,New,13F-HR,Daniel Davis,daniel.davis@deshaw&co.com
Goldman Sachs AM,GS,Meta Platforms,META,30303M102,19029894,4029517638.52,0.6103,2024-03-31,Increased,13F-HR,Steven Martinez,steven.martinez@goldmansac.com
AQR Capital Management,AQRC,Coca-Cola Co,KO,191216100,36029152,13097473980.02,7.1614,2025-09-30,Decreased,13F-HR,Karen Martin,karen.martin@aqrcapital.com
AQR Capital Management,AQRC,Netflix Inc,NFLX,64110L106,11700543,6688061719.46,0.1623,2025-06-30,Increased,13F-NT,Dorothy Taylor,dorothy.taylor@aqrcapital.com
DE Shaw & Co,DSHW,NVIDIA Corp,NVDA,67066G104,1928390,754902071.24,0.0694,2025-03-31,New,13F-NT,Thomas Rodriguez,thomas.rodriguez@deshaw&co.com
State Street Corp,STT,Apple Inc,AAPL,037833100,47474495,26505494693.18,0.6121,2024-03-31,Unchanged,13F-HR,Patricia Brown,patricia.brown@statestree.com
Fidelity Investments,FNF,NVIDIA Corp,NVDA,67066G104,6636148,4752997100.19,0.0865,2025-09-30,Decreased,13F-HR,Susan Taylor,susan.taylor@fidelityin.com
Capital Group,CGBL,Procter & Gamble,PG,742718109,33698195,18161786395.95,0.6171,2025-03-31,Increased,13F-HR,Michael Rodriguez,michael.rodriguez@capitalgro.com
Baupost Group,BPST,Johnson & Johnson,JNJ,478160104,46550233,30247466563.13,1.2192,2025-09-30,Increased,13F-HR,Richard Miller,richard.miller@baupostgro.com
DE Shaw & Co,DSHW,Amazon.com Inc,AMZN,023135106,29002952,17196907693.15,0.9377,2024-03-31,Increased,13F-NT,James Williams,james.williams@deshaw&co.com
Two Sigma Investments,TWSM,Amazon.com Inc,AMZN,023135106,13782446,3095485004.33,0.6497,2025-12-31,Increased,13F-HR,Margaret Moore,margaret.moore@twosigmain.com
Two Sigma Investments,TWSM,Intel Corp,INTC,458140100,4252573,2250516174.32,0.0884,2025-03-31,Unchanged,13F-HR,William Davis,william.davis@twosigmain.com
Morgan Stanley IM,MS,Chevron Corp,CVX,166764100,26146447,6830943139.05,0.4281,2024-03-31,New,13F-HR,Richard Smith,richard.smith@morganstan.com
T. Rowe Price,TROW,Tesla Inc,TSLA,88160R101,3466353,1438998398.19,0.0700,2025-03-31,Unchanged,13F-HR,Thomas Hernandez,thomas.hernandez@troweprice.com
Capital Group,CGBL,Apple Inc,AAPL,037833100,16363101,12638541382.13,0.2382,2025-03-31,Unchanged,13F-NT,Steven Hernandez,steven.hernandez@capitalgro.com
Baupost Group,BPST,NVIDIA Corp,NVDA,67066G104,3279320,934250036.83,0.0483,2024-12-31,Decreased,13F-HR,Margaret Garcia,margaret.garcia@baupostgro.com
DE Shaw & Co,DSHW,Coca-Cola Co,KO,191216100,24310923,8941630508.98,1.2427,2025-03-31,Increased,13F-NT,Sarah Brown,sarah.brown@deshaw&co.com
Renaissance Technologies,RNTC,Apple Inc,AAPL,037833100,21931336,14898026659.18,0.5589,2025-12-31,New,13F-NT,Michael Johnson,michael.johnson@renaissanc.com
Millennium Management,MLNM,Intel Corp,INTC,458140100,20301265,9170963185.80,0.4705,2025-06-30,Decreased,13F-HR,Robert Miller,robert.miller@millennium.com
Bridgewater Associates,BWTR,NVIDIA Corp,NVDA,67066G104,46738850,6864200928.89,0.6124,2024-12-31,Decreased,13F-NT,Margaret Johnson,margaret.johnson@bridgewate.com
Bridgewater Associates,BWTR,Exxon Mobil,XOM,30231G102,34013367,3292516134.22,1.6544,2025-12-31,Increased,13F-HR,Richard Thomas,richard.thomas@bridgewate.com
AQR Capital Management,AQRC,UnitedHealth Group,UNH,91324P102,8185757,1824732282.47,0.3026,2024-03-31,New,13F-HR,James Jackson,james.jackson@aqrcapital.com
Point72 Asset Mgmt,PT72,Meta Platforms,META,30303M102,29400518,3293863346.68,0.3952,2024-06-30,Increased,13F-HR,Thomas Taylor,thomas.taylor@point72ass.com
Appaloosa Management,APLS,Meta Platforms,META,30303M102,27923854,22224102938.35,0.6292,2024-12-31,Unchanged,13F-HR,William Lopez,william.lopez@appaloosam.com
BlackRock Inc,BLK,Amazon.com Inc,AMZN,023135106,3651868,580040391.34,0.0621,2024-06-30,Increased,13F-HR,Michael White,michael.white@blackrocki.com
Morgan Stanley IM,MS,Pfizer Inc,PFE,717081103,6431221,1363615027.37,0.2864,2024-06-30,Unchanged,13F-HR,Lisa Moore,lisa.moore@morganstan.com
Wellington Management,WMGI,Meta Platforms,META,30303M102,13843320,8295744410.35,0.2344,2025-12-31,Unchanged,13F-NT,Susan Martin,susan.martin@wellington.com
Goldman Sachs AM,GS,Adobe Inc,ADBE,00724F101,30682920,21839915294.49,0.4949,2025-09-30,Unchanged,13F-HR,Dorothy Brown,dorothy.brown@goldmansac.com
DE Shaw & Co,DSHW,Netflix Inc,NFLX,64110L106,17520603,6720683529.57,0.3742,2024-09-30,Increased,13F-HR,Thomas Rodriguez,thomas.rodriguez@deshaw&co.com
Baupost Group,BPST,Amazon.com Inc,AMZN,023135106,28443850,8212664372.91,0.5612,2024-03-31,Unchanged,13F-HR,Robert Williams,robert.williams@baupostgro.com
AQR Capital Management,AQRC,Netflix Inc,NFLX,64110L106,15804610,1595273301.99,0.6446,2025-12-31,Unchanged,13F-HR,Susan Martinez,susan.martinez@aqrcapital.com
T. Rowe Price,TROW,Procter & Gamble,PG,742718109,18811490,4578715904.38,2.2714,2025-06-30,Increased,13F-NT,Nancy Brown,nancy.brown@troweprice.com
Vanguard Group,VGI,Apple Inc,AAPL,037833100,25472982,12053468925.05,1.3423,2024-12-31,Increased,13F-NT,Dorothy Rodriguez,dorothy.rodriguez@vanguardgr.com
Goldman Sachs AM,GS,Johnson & Johnson,JNJ,478160104,44316105,18904178932.69,1.9469,2024-09-30,Unchanged,13F-NT,Patricia Johnson,patricia.johnson@goldmansac.com
Citadel Advisors,CDLC,Walt Disney Co,DIS,254687106,9535108,3443655506.78,0.1665,2025-12-31,New,13F-HR,Dorothy Taylor,dorothy.taylor@citadeladv.com
Capital Group,CGBL,Meta Platforms,META,30303M102,34900758,2515935031.15,1.1803,2025-09-30,Unchanged,13F-HR,Steven Rodriguez,steven.rodriguez@capitalgro.com
State Street Corp,STT,JPMorgan Chase,JPM,46625H100,38694082,1116637035.03,0.9610,2025-06-30,Increased,13F-HR,Dorothy White,dorothy.white@statestree.com
BlackRock Inc,BLK,Johnson & Johnson,JNJ,478160104,13497415,9749133099.99,0.2060,2024-06-30,Unchanged,13F-HR,Daniel Martin,daniel.martin@blackrocki.com
Two Sigma Investments,TWSM,Intel Corp,INTC,458140100,1561857,381277833.39,0.0359,2025-12-31,Unchanged,13F-NT,William Anderson,william.anderson@twosigmain.com
AQR Capital Management,AQRC,Adobe Inc,ADBE,00724F101,21509720,7140795040.71,0.9693,2024-03-31,Unchanged,13F-HR,Mark Johnson,mark.johnson@aqrcapital.com
Fidelity Investments,FNF,Meta Platforms,META,30303M102,10054260,2612450448.11,0.2214,2024-06-30,Increased,13F-HR,Susan Davis,susan.davis@fidelityin.com
T. Rowe Price,TROW,NVIDIA Corp,NVDA,67066G104,34067094,25612422383.92,0.6113,not_a_date,Decreased,13F-NT,Robert Martinez,robert.martinez@troweprice.com
Baupost Group,BPST,Chevron Corp,CVX,166764100,48658189,37571229022.27,2.7592,2024-12-31,Increased,13F-HR,Sarah Williams,sarah.williams@baupostgro.com
JP Morgan Asset Mgmt,JPM,Tesla Inc,TSLA,88160R101,29185615,9509002755.17,0.3679,2024-12-31,Unchanged,13F-HR,James Jones,james.jones@jpmorganas.com
Bridgewater Associates,BWTR,Microsoft Corp,MSFT,594918104,6869244,2374513338.90,-0.1819,2025-03-31,Increased,13F-HR,William Smith,william.smith@bridgewate.com
Baupost Group,BPST,NVIDIA Corp,NVDA,67066G104,28766379,5437259833.54,0.4385,2025-03-31,Increased,13F-HR,Dorothy Jackson,dorothy.jackson@baupostgro.com
Two Sigma Investments,TWSM,JPMorgan Chase,JPM,46625H100,10004850,7691174670.25,0.1875,2025-03-31,Unchanged,13F-HR,Elizabeth Martinez,elizabeth.martinez@twosigmain.com
DE Shaw & Co,DSHW,Bank of America,BAC,060505104,17814607,13005648641.26,0.2831,2024-09-30,Unchanged,13F-HR,William Thomas,william.thomas@deshaw&co.com
Vanguard Group,VGI,Cisco Systems,CSCO,17275R102,17366886,745279004.27,0.2207,2024-12-31,Unchanged,13F-HR,Susan Williams,susan.williams@vanguardgr.com
Millennium Management,MLNM,Netflix Inc,NFLX,64110L106,34270584,26803647982.74,0.4286,2024-03-31,Unchanged,13F-HR,Robert Thomas,robert.thomas@millennium.com
BlackRock Inc,BLK,UnitedHealth Group,UNH,91324P102,8468805,941110678.07,0.1921,2024-09-30,Unchanged,13F-HR,Dorothy Lopez,dorothy.lopez@blackrocki.com
Two Sigma Investments,TWSM,Procter & Gamble,PG,742718109,27788434,18744218204.57,0.5159,2025-12-31,Increased,13F-HR,Sarah Jones,sarah.jones@twosigmain.com
Two Sigma Investments,TWSM,NVIDIA Corp,NVDA,67066G104,2695013,569149030.79,0.1204,2024-03-31,Increased,13F-HR,Nancy Taylor,nancy.taylor@twosigmain.com
Appaloosa Management,APLS,Pfizer Inc,PFE,717081103,1152653,466707649.07,0.0324,2024-03-31,Unchanged,13F-HR,William Taylor,william.taylor@appaloosam.com
Two Sigma Investments,TWSM,Alphabet Inc,GOOGL,02079K305,9690747,4131691561.21,0.3028,2024-03-31,Increased,13F-NT,David Rodriguez,david.rodriguez@twosigmain.com
State Street Corp,STT,Microsoft Corp,MSFT,,18908694,9432088993.82,2.2488,2024-06-30,Increased,13F-NT,Mark Davis,mark.davis@statestree.com
Baupost Group,BPST,Amazon.com Inc,AMZN,023135106,26155021,4461388884.38,0.7643,2024-06-30,New,13F-HR,Susan Anderson,susan.anderson@baupostgro.com
Citadel Advisors,CDLC,Intel Corp,INTC,458140100,35608972,26780879373.94,1.0990,2025-12-31,Unchanged,13F-NT,Daniel Miller,daniel.miller@citadeladv.com
Appaloosa Management,APLS,UnitedHealth Group,UNH,91324P102,39403219,4298931273.94,0.6248,2025-09-30,Increased,13F-HR,Steven Lopez,steven.lopez@appaloosam.com
Renaissance Technologies,RNTC,Apple Inc,AAPL,037833100,11478995,1288502338.49,1.8081,2025-06-30,Unchanged,13F-HR,Daniel Jones,daniel.jones@renaissanc.com
Appaloosa Management,APLS,Pfizer Inc,PFE,717081103,39222533,13362206928.19,1.0656,2024-09-30,Unchanged,13F-HR,Sarah Thompson,sarah.thompson@appaloosam.com
JP Morgan Asset Mgmt,JPM,Netflix Inc,NFLX,64110L106,17770100,9509383751.76,1.5129,2024-12-31,New,13F-HR,Sarah Thompson,sarah.thompson@jpmorganas.com
Fidelity Investments,FNF,Cisco Systems,CSCO,17275R102,38613727,12156033743.51,0.7593,2025-06-30,New,13F-HR,Lisa Jones,lisa.jones@fidelityin.com
State Street Corp,STT,Chevron Corp,CVX,166764100,29964043,16878391199.18,0.6567,2024-06-30,Decreased,13F-HR,Robert Martin,robert.martin@statestree.com
BlackRock Inc,BLK,Exxon Mobil,XOM,30231G102,45801995,29689760367.99,5.8812,2025-06-30,Increased,13F-NT,David Lopez,david.lopez@blackrocki.com
Millennium Management,MLNM,Chevron Corp,CVX,166764100,14163292,507358564.31,0.2563,2024-09-30,Unchanged,13F-HR,Thomas Thompson,thomas.thompson@millennium.com
JP Morgan Asset Mgmt,JPM,Intel Corp,INTC,458140100,22378622,15432474748.75,0.5313,2025-12-31,Unchanged,13F-HR,Nancy Lopez,nancy.lopez@jpmorganas.com
Citadel Advisors,CDLC,Cisco Systems,CSCO,17275R102,45084033,28927559915.44,0.8694,2024-06-30,New,13F-HR,Elizabeth Jones,elizabeth.jones@citadeladv.com
Two Sigma Investments,TWSM,Intel Corp,INTC,458140100,38300825,10556784726.93,3.2520,2099-13-45,Unchanged,13F-HR,Mark Jones,mark.jones@twosigmain.com
Wellington Management,WMGI,Netflix Inc,NFLX,64110L106,22728981,13569625822.93,0.5366,2025-12-31,Increased,13F-HR,Michael Brown,michael.brown@wellington.com
Renaissance Technologies,RNTC,Berkshire Hathaway,BRK.B,084670702,5325675,1860507085.30,0.0914,2025-03-31,Decreased,13F-NT,Dorothy Rodriguez,dorothy.rodriguez@renaissanc.com
