buyer_name,buyer_ticker,supplier_name,supplier_ticker,relationship_type,supply_concentration_pct,product_category,effective_date,contract_value_usd,supplier_address,contact_email
Microsoft Corp,MSFT,Deloitte,DLT,Service Provider,8.47,Consulting,2024-08-09,6519160.26,"034 Maria Well Suite 775, Rosalesside, NY 91805",bryan.wood@deloitte.com
Apple Inc,AAPL,Corning Inc,GLW,Direct Supplier,5.33,Gorilla Glass,2025-10-23,8283869.02,,
General Motors,GM,ZF Friedrichshafen,ZF.DE,Direct Supplier,4.34,Steering Systems,2024-07-25,6890454.29,"5522 Ramsey Extension, West Carlachester, KS 19810",peter.snyder@zffriedrichs.com
Ford Motor Co,F,Denso Corp,6902.T,Tier 2 Supplier,15.03,HVAC Systems,2022-10-07,5814349.18,,jessica.rowe@densocorp.com
NVIDIA Corp,NVDA,Micron Technology,MU,Direct Supplier,16.33,NAND Storage,2025-05-24,8742563.88,,
Microsoft Corp,MSFT,Workday Inc,WDAY,Service Provider,9.14,Finance,2022-10-06,152341.69,,mary.bradley@workdayinc.com
PepsiCo Inc,PEP,Accenture plc,ACN,Service Provider,,IT Services,2024-09-08,2128446.43,"6260 Malone Shore Apt. 908, Robertside, VI 40389",jennifer.holmes@accentureplc.com
Caterpillar Inc,CAT,Eaton Corp,ETN,Direct Supplier,14.23,Power Management,2024-03-20,2371046.15,,
Goldman Sachs,GS,Accenture plc,ACN,Service Provider,4.08,IT Services,2024-05-23,2080728.61,"59482 Samantha Lake, West Margaret, AS 99716",stephen.williams@accentureplc.com
Broadcom Inc,AVGO,Accenture plc,ACN,Service Provider,2.54,IT Services,2025-01-10,4963262.43,"40438 Jackson Mount, Dunnville, OK 15470",mary.burns@accentureplc.com
Adobe Inc,ADBE,IBM Corp,IBM,Service Provider,11.44,Cloud,2025-01-08,5361017.94,"419 Rodriguez Square Suite 557, South Ryanbury, HI 67994",rebecca.bailey@ibmcorp.com
General Motors,GM,FedEx Corp,FDX,Logistics Partner,9.07,Freight,2024-11-18,1983475.78,,
Meta Platforms Inc,META,DHL Express,DHL.DE,Logistics Partner,8.15,International Shipping,2023-09-24,4871307.14,,
Tesla Inc,TSLA,Workday Inc,WDAY,Service Provider,,Finance,2025-07-15,7497293.85,"466 Alexandra Glens, Catherinefurt, AZ 18516",jesse.andrews@workdayinc.com
Johnson & Johnson,JNJ,,,Service Provider,,Clinical Trials,2022-12-13,2116434.1,"289 Rebecca Rue, Lake Courtney, WI 60718",luis.lopez@iqviaholding.com
Boeing Co,BA,UPS Inc,UPS,Logistics Partner,7.45,Shipping,2025-09-01,1839762.67,"190 Nolan Street Suite 244, Barkerberg, AZ 12802",shawn.garcia@upsinc.com
Netflix Inc,NFLX,Accenture plc,ACN,Service Provider,6.23,Consulting,2023-08-16,3314817.44,"292 Jackson Spur Suite 799, East Nicholasberg, CT 02671",victoria.dillon@accentureplc.com
Merck & Co,MRK,Lonza Group,LONN.SW,Contract Manufacturer,2.25,Biologics,2023-12-21,9432562.89,"466 Krista Cove, Smithstad, OK 31555",russell.hicks@lonzagroup.com
FactSet Research,FDS,DHL Express,DHL.DE,Logistics Partner,19.8,International Shipping,2023-05-30,8915407.72,"58587 Nicholas Springs, Lake Leah, MI 05018",jeanne.aguirre@dhlexpress.com
Amazon.com Inc,AMZN,Iron Mountain,IRM,Service Provider,348.07,Data Storage,2024-08-21,5998267.28,,
Lockheed Martin,LMT,FedEx Corp,FDX,Logistics Partner,7.43,Express Delivery,2025-03-18,7515198.71,"8599 Monica Mountain, Ortizhaven, MN 67585",william.shannon@fedexcorp.com
Alphabet Inc,GOOGL,IBM Corp,IBM,Service Provider,7.57,Cloud,2022-02-06,2904303.72,,jessica.hughes@ibmcorp.com
Meta Platforms Inc,META,IBM Corp,IBM,Service Provider,14.65,IT Infrastructure,2022-07-07,88219.29,"7912 Lisa Estate, New Michaelside, GU 87196",barbara.obrien@ibmcorp.com
General Motors,GM,Continental AG,CON.DE,Direct Supplier,19.29,Brake Systems,2024-08-16,8830120.68,"558 Mckinney Station Apt. 900, Davidhaven, PA 29547",bradley.webster@continentala.com
Nike Inc,NKE,ServiceNow Inc,NOW,Service Provider,16.34,IT Service Management,2025-05-22,2316853.03,"Unit 5164 Box 0787, DPO AP 93864",jennifer.wilson@servicenowin.com
General Electric,GE,IBM Corp,IBM,Service Provider,14.72,Cloud,2024-12-18,4337345.97,"48957 Matthew Plain Suite 235, New Wesley, AK 81795",bobby.mcdaniel@ibmcorp.com
Oracle Corp,ORCL,FedEx Corp,FDX,Logistics Partner,12.26,Express Delivery,2022-11-30,5238561.38,"06206 Kyle Springs Suite 991, Thomasburgh, MP 77855",jorge.hicks@fedexcorp.com
Meta Platforms Inc,META,Workday Inc,WDAY,Service Provider,8.96,Finance,2025-02-16,2394608.12,"7080 Sullivan Land, Skinnerfurt, NH 99216",edward.miller@workdayinc.com
Qualcomm Inc,QCOM,Workday Inc,WDAY,Service Provider,3.11,HR Software,2025-01-30,248028.82,"14100 Maurice Ramp, East Brandon, MI 13173",kayla.vasquez@workdayinc.com
PepsiCo Inc,PEP,DHL Express,DHL.DE,Logistics Partner,19.04,International Shipping,2023-07-06,653288.18,"619 Carlson Ways, Taylorview, MA 20536",julie.lewis@dhlexpress.com
Nike Inc,NKE,SAP SE,SAP,Service Provider,12.16,ERP,2023-09-30,5348310.1,,
Cisco Systems,CSCO,SAP SE,SAP,Service Provider,7.53,Business Software,2023-09-12,6489871.15,"42597 Stewart Course, West Jonathan, VI 46384",larry.baker@sapse.com
Starbucks Corp,SBUX,IBM Corp,IBM,Service Provider,3.04,Cloud,2022-08-26,6881855.44,,jeffrey.haley@ibmcorp.com
Merck & Co,MRK,Thermo Fisher,TMO,Direct Supplier,13.21,Lab Equipment,2024-08-13,1269093.0,"0790 Jacqueline Curve, East Cynthiaport, GU 13253",beth.buckley@thermofisher.com
Microsoft Corp,MSFT,,,Service Provider,10.22,Data Warehousing,2022-07-22,366580.64,"60601 Nichols Plains Suite 084, South Vanessaborough, ND 87177",joseph.schmidt@snowflakeinc.com
Salesforce Inc,CRM,,,Logistics Partner,16.3,Shipping,2022-10-20,2294240.82,"1208 Amy Fields Suite 893, West Mary, DC 70425",jessica.saunders@upsinc.com
Chevron Corp,CVX,Oscorp Industries,OSCP,Service Provider,6.77,IT Service Management,2025-06-22,5917423.42,"63276 Sarah Station Apt. 265, Hernandezfort, PA 69349",nathan.brewer@servicenowin.com
Coca-Cola Co,KO,ServiceNow Inc,NOW,Service Provider,10.51,IT Service Management,2022-08-29,2445690.28,"81779 Jose Ville Apt. 470, Melissaville, CT 89641",brian.lewis@servicenowin.com
Home Depot,HD,FedEx Corp,FDX,Logistics Partner,8.72,Express Delivery,2025-10-07,6956122.05,,lisa.morris@fedexcorp.com
Broadcom Inc,AVGO,ASE Technology,ASX,Contract Manufacturer,,Semiconductor Packaging,2024-03-11,161376.53,"47904 Gross Haven, Brianstad, TX 72109",jenna.james@asetechnolog.com
Alphabet Inc,GOOGL,Deloitte,DLT,Service Provider,9.82,Consulting,2024-04-30,8568597.24,"505 Karen Groves, Guerreromouth, OR 04135",robert.sanchez@deloitte.com
AMD Inc,AMD,ASML Holding,ASML,Direct Supplier,2.41,EUV Lithography Equipment,2024-02-04,696343.74,"6706 Kathy Fort Apt. 191, Terryville, OR 44067",javier.johnson@asmlholding.com
Meta Platforms Inc,META,SAP SE,SAP,Service Provider,2.59,ERP,2025-08-06,3595766.71,,
Eli Lilly,LLY,Thermo Fisher,TMO,Direct Supplier,7.11,Lab Equipment,2025-12-09,2506608.8,"61499 Diana Skyway, North Kelli, MO 23576",joseph.barber@thermofisher.com
General Electric,GE,ServiceNow Inc,NOW,Service Provider,14.09,IT Service Management,2022-11-02,5950361.8,,
Procter & Gamble,PG,UPS Inc,UPS,Logistics Partner,5.91,Shipping,2024-06-18,4760307.72,,
Alphabet Inc,GOOGL,Workday Inc,WDAY,Service Provider,10.4,HR Software,2024-01-02,8981519.75,"33990 Atkinson Crescent Suite 001, North Jeffreyville, MA 40864",denise.lloyd@workdayinc.com
Lockheed Martin,LMT,General Dynamics,GD,Tier 2 Supplier,14.98,Combat Systems,2022-01-16,3059985.61,,steven.boone@generaldynam.com
Apple Inc,AAPL,Broadcom Inc,AVGO,Direct Supplier,20.73,Bluetooth Modules,2025-04-20,2241162.98,"6417 Kaitlyn Center Suite 310, East Jamestown, RI 20474",nicholas.lewis@broadcominc.com
Meta Platforms Inc,META,IBM Corp,IBM,Service Provider,7.04,Cloud,2024-08-21,2263215.49,"PSC 0494, Box 5198, APO AE 20781",shelley.henderson@ibmcorp.com
Microsoft Corp,MSFT,FedEx Corp,FDX,Logistics Partner,14.35,Express Delivery,2024-08-01,4860378.88,,
General Motors,GM,Denso Corp,6902.T,Tier 2 Supplier,3.47,HVAC Systems,2022-01-07,7470754.6,"07256 Jennifer Station Suite 941, New Brianmouth, IA 62227",joe.hayes@densocorp.com
Starbucks Corp,SBUX,FedEx Corp,FDX,Logistics Partner,3.4,Express Delivery,2022-03-11,8346892.67,"822 John Trail, West Patrick, NM 18506",robert.ferrell@fedexcorp.com
Tesla Inc,TSLA,Livent Corp,LTHM,Direct Supplier,17.73,Lithium Hydroxide,2025-06-16,8924473.54,"4179 Wayne Route Apt. 000, Port Christopherbury, AR 90580",monica.kim@liventcorp.com
Goldman Sachs,GS,IBM Corp,IBM,Service Provider,5.29,IT Infrastructure,2024-04-09,5829907.87,,teresa.hernandez@ibmcorp.com
Home Depot,HD,ServiceNow Inc,NOW,Service Provider,18.22,IT Service Management,2025-12-21,4922769.21,,
Intel Corp,INTC,SAP SE,SAP,Service Provider,1.98,ERP,2025-01-12,3342651.96,"100 Hernandez Inlet, South Maurice, NH 68569",dylan.davis@sapse.com
Merck & Co,MRK,Lonza Group,LONN.SW,Contract Manufacturer,4.03,Biologics,2022-07-24,4734466.91,"2466 Breanna Gardens Apt. 143, East Christopherborough, OK 31835",ryan.jennings@lonzagroup.com
Goldman Sachs,GS,Workday Inc,WDAY,Service Provider,11.83,Finance,2023-06-01,3874818.82,,
General Motors,GM,SAP SE,SAP,Service Provider,8.87,Business Software,2023-01-12,8549407.85,"46060 Norman Burgs Apt. 567, Lake Rebecca, NJ 81096",john.molina@sapse.com
Adobe Inc,ADBE,Snowflake Inc,SNOW,Service Provider,16.43,Data Warehousing,2024-05-19,9619344.81,,
Nike Inc,NKE,UPS Inc,UPS,Logistics Partner,10.07,Supply Chain,2022-04-01,7794024.43,"Unit 7086 Box 6574, DPO AP 96620",monica.chandler@upsinc.com
Boeing Co,BA,Deloitte,DLT,Service Provider,8.35,Consulting,2022-04-30,7067072.33,,
Broadcom Inc,AVGO,TSMC,TSM,Contract Manufacturer,5.47,Wafer Fabrication,2025-09-08,5491703.83,,
Tesla Inc,TSLA,Aptiv PLC,APTV,Direct Supplier,8.55,Connectors,2022-04-22,5502395.78,"910 Moon Mews Suite 101, Christinaland, CO 56278",regina.gross@aptivplc.com
General Electric,GE,,,Logistics Partner,12.73,Freight,2022-02-03,983184.09,,
Boeing Co,BA,Safran SA,SAF.PA,Direct Supplier,3.47,Landing Gear,2022-06-10,4276810.47,"187 Robert Row, North Danielborough, NE 49307",ashley.shaw@safransa.com
Procter & Gamble,PG,SAP SE,SAP,Service Provider,18.81,ERP,2023-10-06,3610895.42,"Unit 6976 Box 0223, DPO AA 36511",shelly.harper@sapse.com
Tesla Inc,TSLA,Mobileye Global,MBLY,Direct Supplier,15.87,Computer Vision,2024-01-27,2230796.2,,
Caterpillar Inc,CAT,Workday Inc,WDAY,Service Provider,6.35,Finance,2022-08-14,4896229.74,,
AMD Inc,AMD,ASE Technology,ASX,Contract Manufacturer,7.26,Semiconductor Packaging,2025-12-23,6507196.95,,jeffrey.harris@asetechnolog.com
Coca-Cola Co,KO,IBM Corp,IBM,Service Provider,2.12,Cloud,2025-11-16,1702159.4,,
AMD Inc,AMD,Tokyo Electron,8035.T,Direct Supplier,12.76,Etch Systems,2023-03-25,3953295.04,"1828 Matthew Loop, Reynoldsside, AS 15542",jack.miller@tokyoelectro.com
Cisco Systems,CSCO,Iron Mountain,IRM,Service Provider,11.18,Data Storage,2024-11-26,5141859.97,"86715 Benjamin Mountain Apt. 074, West Jeremychester, OH 76389",alexa.smith@ironmountain.com
General Electric,GE,IBM Corp,IBM,Service Provider,2.74,IT Infrastructure,2025-05-19,1117641.87,"1978 Alvarez Walk Apt. 806, Troyfurt, RI 89169",frank.jordan@ibmcorp.com
Apple Inc,AAPL,Iron Mountain,IRM,Service Provider,17.9,Data Storage,2022-07-24,9512867.8,"9142 Smith Avenue Apt. 137, Jameshaven, KY 64608",nicholas.sanders@ironmountain.com
Alphabet Inc,GOOGL,,,Logistics Partner,18.65,Freight,2025-05-31,5740381.62,"7259 Jones Course Suite 953, Port Kimberly, WI 38670",crystal.walker@fedexcorp.com
Oracle Corp,ORCL,Cloudflare Inc,NET,Service Provider,2.96,Security,2022-05-11,9371096.93,"8954 Dixon Lights Apt. 751, Hesterside, NC 81289",bill.ramirez@cloudflarein.com
Nike Inc,NKE,UPS Inc,UPS,Logistics Partner,16.51,Supply Chain,2024-05-07,7494427.68,,lawrence.wallace@upsinc.com
Boeing Co,BA,UPS Inc,UPS,Logistics Partner,19.82,Supply Chain,2025-04-08,130786.56,"25936 Daniels Crossroad Apt. 893, Amandaside, UT 66274",scott.hernandez@upsinc.com
Costco Wholesale,COST,Workday Inc,WDAY,Service Provider,15.76,HR Software,2024-04-20,1718060.5,,
Eli Lilly,LLY,Avantor Inc,AVTR,Direct Supplier,2.68,Biopharma Materials,2023-10-12,7556092.03,,
Oracle Corp,ORCL,DHL Express,DHL.DE,Logistics Partner,TBD,International Shipping,2022-06-28,6761989.51,,amy.porter@dhlexpress.com
Procter & Gamble,PG,Stark Industries,STRK,Service Provider,3.88,Cloud,2024-03-04,6847078.64,,
Costco Wholesale,COST,Iron Mountain,IRM,Service Provider,12.57,Records Management,2024-09-09,8443103.6,,
Goldman Sachs,GS,ServiceNow Inc,NOW,Service Provider,7.18,IT Service Management,2025-09-18,4277409.58,"93064 Bowman Crossing, South Lisa, DE 76172",terry.martinez@servicenowin.com
JPMorgan Chase,JPM,Kyndryl Holdings,KD,Service Provider,5.39,IT Infrastructure,2022-02-23,3624650.28,"0908 Kaiser Prairie Apt. 449, North Jennifer, NV 33956",nicholas.ramsey@kyndrylholdi.com
Lockheed Martin,LMT,Iron Mountain,IRM,Service Provider,19.52,Records Management,2025-01-12,9351832.84,"14188 Anderson Court, Harrisshire, AR 01792",herbert.ward@ironmountain.com
General Electric,GE,Workday Inc,WDAY,Service Provider,9.73,HR Software,2023-03-09,8281444.02,"65228 Hester Fords Suite 118, Castillofurt, IA 34525",paul.maldonado@workdayinc.com
Microsoft Corp,MSFT,IBM Corp,IBM,Service Provider,3.14,Cloud,2024-08-13,4287810.21,"126 Tony Rapid Apt. 008, West Zacharyshire, PA 02063",john.west@ibmcorp.com
Adobe Inc,ADBE,Amazon Web Services,AMZN,Service Provider,11.71,Cloud Infrastructure,2022-12-02,304057.68,,
Coca-Cola Co,KO,DHL Express,DHL.DE,Logistics Partner,9.09,International Shipping,2024-03-18,4818729.93,"236 Corey Overpass, East Randystad, SD 73065",brandon.lopez@dhlexpress.com
Johnson & Johnson,JNJ,UPS Inc,UPS,Logistics Partner,14.96,Supply Chain,2025-01-22,2610528.15,"570 Jonathan Tunnel, South Feliciastad, AZ 71751",jesse.richardson@upsinc.com
Netflix Inc,NFLX,FedEx Corp,FDX,Logistics Partner,19.18,Express Delivery,2023-04-23,3110873.56,,
AMD Inc,AMD,Entegris Inc,ENTG,Direct Supplier,16.94,Filtration,2024-04-12,6441032.44,,
Johnson & Johnson,JNJ,West Pharmaceutical,WST,Direct Supplier,13.44,Delivery Systems,2024-05-15,3686297.08,,
Caterpillar Inc,CAT,Illinois Tool Works,ITW,Direct Supplier,3.18,Fasteners,2025-07-17,7874195.12,,
Intel Corp,INTC,Samsung Electronics,005930.KS,Contract Manufacturer,9.82,Memory Chips,2024-09-02,3048602.94,"01023 Pamela Brook, Lake Alexamouth, NE 50230",jennifer.hawkins@samsungelect.com
Nike Inc,NKE,ServiceNow Inc,NOW,Service Provider,19.07,IT Service Management,2022-01-03,7601345.07,"9042 Faith Common Apt. 332, New Zachary, VA 80289",lindsey.hernandez@servicenowin.com
Texas Instruments,TXN,Lam Research,LRCX,Direct Supplier,12.57,Etch Equipment,2023-11-11,2397322.81,,cynthia.richards@lamresearch.com
Intel Corp,INTC,Accenture plc,ACN,Service Provider,16.0,Consulting,2024-02-27,6044524.98,,carla.galloway@accentureplc.com
Alphabet Inc,GOOGL,ServiceNow Inc,NOW,Service Provider,18.2,IT Service Management,2024-07-02,7485368.32,"92662 Nelson Park, Lake Antoniomouth, NC 07283",david.horn@servicenowin.com
Home Depot,HD,SAP SE,SAP,Service Provider,12.15,ERP,2025-03-18,4821008.74,"900 Ashley Harbors, Port Robertfurt, MI 95655",thomas.clark@sapse.com
Intel Corp,INTC,ServiceNow Inc,NOW,Service Provider,5.68,IT Service Management,2022-09-20,3827119.98,,
Alphabet Inc,GOOGL,Workday Inc,WDAY,Service Provider,1.06,HR Software,2025-11-16,9044089.29,"506 Lopez Crossing Suite 139, North Kristinbury, DC 74501",sean.young@workdayinc.com
Eli Lilly,LLY,Charles River Labs,CRL,Service Provider,11.7,Preclinical Services,2025-08-14,6790845.36,"Unit 5313 Box 1220, DPO AA 67675",christopher.fisher@charlesriver.com
Ford Motor Co,F,Continental AG,CON.DE,Direct Supplier,18.09,Brake Systems,2025-08-08,2518709.6,"21489 Ramirez Corner, New Laurie, OK 75814",luis.acevedo@continentala.com
Caterpillar Inc,CAT,,,Direct Supplier,9.77,Power Management,2023-01-27,6104407.04,,
FactSet Research,FDS,,,Service Provider,1.22,Records Management,2024-03-20,8215561.14,,
Home Depot,HD,UPS Inc,UPS,Logistics Partner,TBD,Supply Chain,2022-07-04,3306899.88,"57337 Huang Path Suite 091, West Charles, NM 66932",shelley.rodriguez@upsinc.com
Johnson & Johnson,JNJ,Catalent Inc,CTLT,Contract Manufacturer,13.66,Drug Delivery,2024-09-08,9599003.59,"USNV Wallace, FPO AA 02892",judith.rios@catalentinc.com
Oracle Corp,ORCL,DHL Express,DHL.DE,Logistics Partner,17.7,International Shipping,2024-11-16,4581637.82,"9570 Ashley Views Suite 263, Mcdonaldburgh, FM 98205",colleen.atkins@dhlexpress.com
Cisco Systems,CSCO,IBM Corp,IBM,Service Provider,14.08,Cloud,2024-12-08,9100149.02,"14042 Shepard Canyon Suite 053, Wallschester, NE 97986",charles.hayes@ibmcorp.com
Alphabet Inc,GOOGL,SAP SE,SAP,Service Provider,19.47,Business Software,2025-02-08,2246036.71,,
Boeing Co,BA,IBM Corp,IBM,Service Provider,1.53,Cloud,2022-10-20,1464291.07,"37718 Sanchez Avenue, New Jacobtown, PA 47671",amy.smith@ibmcorp.com
Alphabet Inc,GOOGL,Workday Inc,WDAY,Service Provider,11.91,Finance,2022-02-02,7160795.05,"440 Eric Oval Suite 894, West Kurt, IN 58377",carlos.proctor@workdayinc.com
Starbucks Corp,SBUX,ServiceNow Inc,NOW,Service Provider,14.93,IT Service Management,2022-02-13,6908037.3,"671 Victoria Alley, Thompsonberg, LA 48573",craig.miller@servicenowin.com
Lockheed Martin,LMT,Iron Mountain,IRM,Service Provider,2.91,Records Management,,3312803.06,"PSC 9978, Box 7729, APO AE 93376",barbara.hanson@ironmountain.com
Apple Inc,AAPL,Samsung Display,005930.KS,Direct Supplier,9.83,LCD Displays,2022-02-09,9219831.94,,kyle.anderson@samsungdispl.com
Texas Instruments,TXN,UPS Inc,UPS,Logistics Partner,1.67,Shipping,2022-12-24,2456526.18,,
Eli Lilly,LLY,West Pharmaceutical,WST,Direct Supplier,10.73,Drug Packaging,2023-02-03,4815160.77,,
Caterpillar Inc,CAT,DHL Express,DHL.DE,Logistics Partner,10.07,International Shipping,2025-01-09,7702617.68,"9535 Collins Shoals Apt. 193, Kellymouth, UT 24725",renee.townsend@dhlexpress.com
Nike Inc,NKE,Iron Mountain,IRM,Service Provider,,Data Storage,2024-08-15,437367.45,,
Eli Lilly,LLY,Lonza Group,LONN.SW,Contract Manufacturer,14.85,Drug Substance,2024-03-23,8797023.43,,
NVIDIA Corp,NVDA,Applied Materials,AMAT,Direct Supplier,13.89,Etch Systems,2022-11-15,2192371.93,"39537 Wilkerson Row Suite 242, Lake Anna, KS 98413",jeremy.johnson@appliedmater.com
Merck & Co,MRK,IBM Corp,IBM,Service Provider,19.46,Cloud,2022-08-30,4632677.91,"281 Smith Loaf, West Thomas, NE 90590",lisa.clarke@ibmcorp.com
Procter & Gamble,PG,ServiceNow Inc,NOW,Service Provider,16.68,IT Service Management,2023-04-02,8450958.52,"169 Mccann Loop, Lake Anthony, IN 18663",amanda.cook@servicenowin.com
Tesla Inc,TSLA,Workday Inc,WDAY,Service Provider,5.94,Finance,2024-01-08,5625482.85,"74204 Simmons Spur Apt. 137, Wrightfurt, WI 98088",brandon.richards@workdayinc.com
NVIDIA Corp,NVDA,Applied Materials,AMAT,Direct Supplier,10.36,Etch Systems,2022-07-09,9347023.79,"86078 Mary Gateway Suite 751, Lake Kathy, WI 06185",margaret.cooper@appliedmater.com
Nike Inc,NKE,FedEx Corp,FDX,Logistics Partner,19.23,Freight,2023-04-28,3252287.68,"30591 Phillips Prairie, Clarkstad, DE 98498",frank.wood@fedexcorp.com
Eli Lilly,LLY,Danaher Corp,DHR,Direct Supplier,16.79,Bioprocessing,2023-11-05,5399493.87,,shirley.davidson@danahercorp.com
AMD Inc,AMD,Cyberdyne Systems,CYBD,Service Provider,8.4,Audit,2025-01-15,9245750.02,"1531 Bryce Cliffs Apt. 829, Hansonside, WA 96430",jose.russell@deloitte.com
NVIDIA Corp,NVDA,Applied Materials,AMAT,Direct Supplier,unknown,Deposition Equipment,2024-06-09,9765124.29,"38169 Robin Throughway, Amyfort, AZ 61802",stephanie.rivas@appliedmater.com
Adobe Inc,ADBE,,,Service Provider,6.6,Data Warehousing,2023-05-20,3971436.77,,james.lam@snowflakeinc.com
Adobe Inc,ADBE,Datadog Inc,DDOG,Service Provider,3.32,Monitoring,2024-07-18,3441915.02,"256 Patricia Radial Suite 278, South Michaeltown, TN 31811",jason.johnson@datadoginc.com
FactSet Research,FDS,Workday Inc,WDAY,Service Provider,9.81,Finance,2025-08-19,6279870.45,"945 Arnold Crest Suite 089, Victoriaport, MS 92413",erica.lee@workdayinc.com
Broadcom Inc,AVGO,Entegris Inc,ENTG,Direct Supplier,-7.98,Filtration,2023-02-10,4280132.71,"9660 Jamie Terrace, New Cristianside, HI 48446",danielle.reynolds@entegrisinc.com
Nike Inc,NKE,Accenture plc,ACN,Service Provider,-75.66,Consulting,2022-03-30,1152495.79,"9646 Hall Lock, Normantown, ME 37009",kelly.garcia@accentureplc.com
Meta Platforms Inc,META,Workday Inc,WDAY,Service Provider,18.86,Finance,2022-10-21,5382247.98,"3015 Benjamin Circle Suite 407, Patelville, MH 06720",richard.gonzalez@workdayinc.com
General Motors,GM,ServiceNow Inc,NOW,Service Provider,8.21,IT Service Management,2023-10-16,5844371.75,,
FactSet Research,FDS,Deloitte,DLT,Service Provider,1.06,Audit,2024-12-03,5738786.01,,nancy.myers@deloitte.com
Walt Disney Co,DIS,IBM Corp,IBM,Service Provider,15.5,IT Infrastructure,2023-06-07,7724140.27,"86625 Heather Pine Suite 738, New Jennifer, MI 46187",richard.lopez@ibmcorp.com
General Electric,GE,SAP SE,SAP,Service Provider,4.47,ERP,2023-08-17,1148045.69,"91114 Amanda Tunnel, Transtad, VA 23952",thomas.henderson@sapse.com
